x,y,z
322,51,a
322,51,a
321,51,a
321,51,a
320,51,a
320,52,a
320,52,a
318,52,a
317,52,a
316,52,a
315,52,a
313,52,a
310,52,a
309,52,a
308,52,a
306,51,a
305,50,a
302,50,a
302,49,a
302,49,a
301,48,a
301,48,a
300,48,a
299,48,a
299,46,a
299,46,a
299,46,a
299,47,a
298,47,a
298,47,a
297,48,a
297,49,a
296,50,a
296,51,a
296,51,a
295,52,a
295,52,a
294,55,a
294,56,a
294,57,a
294,60,a
294,62,a
294,63,a
293,63,a
293,64,a
292,64,a
291,64,a
291,64,a
291,66,a
292,67,a
294,68,a
295,68,a
298,69,a
300,69,a
301,69,a
302,69,a
303,69,a
304,69,a
305,69,a
305,69,a
307,69,a
307,69,a
308,69,a
310,69,a
312,70,a
313,71,a
314,72,a
315,72,a
317,74,a
318,74,a
320,75,a
321,76,a
323,77,a
325,78,a
326,80,a
329,82,a
330,82,a
331,83,a
332,84,a
332,85,a
333,86,a
334,88,a
335,90,a
336,91,a
336,94,a
336,94,a
336,97,a
336,98,a
336,98,a
337,100,a
337,101,a
338,103,a
338,104,a
339,108,a
339,109,a
339,109,a
340,110,a
340,111,a
340,111,a
340,113,a
340,114,a
340,115,a
340,116,a
340,117,a
340,119,a
340,120,a
340,123,a
340,124,a
340,127,a
340,127,a
340,128,a
340,129,a
339,129,a
339,130,a
338,132,a
338,138,a
338,139,a
337,140,a
337,142,a
337,146,a
337,147,a
337,148,a
336,149,a
335,150,a
334,152,a
333,152,a
333,153,a
333,153,a
332,153,a
332,153,a
332,153,a
331,153,a
331,153,a
330,154,a
329,154,a
327,154,a
327,154,a
325,155,a
325,156,a
325,156,a
325,156,a
324,156,a
324,156,a
323,156,a
322,156,a
321,156,a
320,156,a
319,156,a
318,156,a
318,156,a
317,156,a
317,156,a
317,156,a
316,156,a
317,157,a
320,157,a
323,157,a
324,157,a
324,157,a
324,157,a
327,157,a
328,157,a
330,157,a
331,157,a
332,157,a
333,157,a
333,157,a
334,157,a
334,157,a
335,157,a
336,157,a
336,157,a
337,157,a
337,157,a
340,159,a
340,160,a
340,160,a
341,160,a
341,161,a
342,161,a
342,162,a
344,165,a
345,166,a
345,168,a
345,168,a
345,169,a
345,169,a
345,173,a
344,173,a
344,174,a
343,174,a
343,174,a
342,174,a
341,174,a
341,174,a
339,174,a
338,174,a
337,174,a
337,174,a
336,174,a
335,174,a
334,174,a
333,174,a
331,173,a
330,173,a
329,173,a
328,173,a
328,173,a
327,173,a
327,173,a
326,173,a
324,172,a
323,172,a
323,172,a
321,172,a
320,172,a
318,172,a
317,172,a
316,172,a
317,172,a
319,172,a
321,173,a
324,173,a
325,173,a
326,173,a
327,173,a
328,174,a
331,174,a
332,174,a
333,174,a
333,174,a
334,174,a
336,174,a
337,174,a
338,174,a
339,174,a
340,174,a
341,174,a
341,175,a
341,175,a
341,176,a
342,179,a
344,180,a
344,181,a
345,183,a
345,184,a
345,185,a
345,185,a
345,187,a
345,187,a
345,190,a
345,191,a
345,193,a
344,195,a
341,198,a
341,199,a
340,202,a
339,203,a
337,207,a
337,208,a
335,210,a
335,211,a
334,211,a
334,213,a
333,214,a
333,216,a
333,217,a
330,221,a
329,222,a
328,222,a
327,223,a
326,223,a
325,224,a
324,224,a
312,224,a
303,225,a
298,225,a
296,225,a
295,225,a
294,225,a
294,225,a
289,223,a
287,222,a
286,222,a
283,221,a
282,221,a
279,221,a
279,220,a
277,218,a
277,218,a
278,220,a
282,221,a
282,221,a
283,221,a
284,222,a
285,223,a
286,223,a
287,223,a
289,223,a
291,223,a
292,223,a
293,223,a
294,223,a
297,224,a
298,224,a
299,224,a
301,225,a
302,225,a
302,225,a
303,225,a
304,225,a
305,225,a
306,225,a
308,224,a
310,224,a
313,224,a
315,224,a
317,224,a
318,224,a
319,224,a
320,224,a
321,224,a
322,223,a
324,222,a
325,222,a
325,222,a
328,221,a
329,220,a
330,219,a
332,218,a
333,217,a
337,212,a
337,211,a
338,208,a
339,207,a
339,206,a
340,204,a
341,203,a
341,201,a
342,200,a
343,199,a
343,197,a
343,194,a
344,193,a
344,192,a
344,191,a
345,190,a
345,189,a
345,187,a
345,187,a
345,186,a
345,183,a
346,180,a
346,179,a
346,179,a
346,178,a
346,177,a
346,175,a
346,174,a
346,174,a
344,169,a
344,168,a
343,167,a
343,165,a
343,162,a
343,162,a
343,161,a
343,160,a
343,158,a
343,155,a
343,153,a
343,152,a
342,150,a
342,149,a
342,147,a
342,146,a
342,143,a
342,141,a
342,137,a
342,133,a
342,132,a
342,130,a
342,129,a
342,127,a
341,125,a
341,122,a
341,120,a
341,118,a
341,115,a
341,112,a
341,111,a
340,109,a
340,109,a
340,106,a
339,104,a
339,103,a
339,103,a
339,101,a
338,100,a
337,98,a
337,97,a
337,96,a
337,96,a
336,93,a
336,91,a
335,90,a
334,89,a
333,89,a
333,88,a
331,84,a
331,83,a
330,83,a
329,82,a
328,80,a
326,80,a
326,79,a
322,76,a
321,75,a
320,75,a
319,74,a
318,74,a
317,74,a
316,73,a
315,73,a
315,73,a
315,72,a
314,72,a
312,70,a
310,70,a
310,69,a
307,67,a
306,67,a
306,67,a
304,67,a
304,67,a
303,66,a
302,66,a
300,64,a
299,64,a
298,63,a
295,62,a
296,57,a
298,56,a
298,53,a
299,53,a
299,51,a
299,50,a
299,49,a
300,47,a
3,83,c
3,82,c
3,77,c
3,74,c
3,71,c
3,68,c
3,68,c
3,61,c
3,60,c
3,58,c
3,54,c
3,49,c
3,45,c
3,43,c
3,38,c
3,33,c
3,31,c
3,29,c
3,27,c
3,22,c
4,20,c
4,12,c
4,10,c
4,7,c
4,4,c
4,3,c
5,4,c
9,5,c
14,5,c
17,5,c
19,5,c
21,5,c
25,5,c
26,5,c
30,5,c
32,6,c
34,6,c
36,6,c
39,6,c
41,6,c
44,6,c
45,6,c
50,6,c
56,5,c
58,5,c
59,5,c
62,5,c
62,5,c
65,5,c
68,5,c
72,6,c
76,6,c
81,6,c
84,6,c
86,6,c
89,6,c
90,6,c
93,6,c
96,6,c
98,6,c
101,5,c
101,5,c
106,5,c
107,5,c
108,5,c
112,4,c
113,4,c
122,4,c
125,4,c
127,4,c
134,4,c
138,4,c
140,4,c
141,4,c
148,4,c
150,4,c
158,4,c
168,4,c
169,4,c
170,4,c
175,4,c
175,4,c
178,4,c
178,6,c
179,8,c
179,9,c
179,10,c
179,11,c
177,18,c
176,20,c
176,21,c
175,24,c
174,29,c
174,29,c
173,31,c
173,33,c
172,35,c
172,36,c
171,38,c
170,39,c
170,42,c
169,46,c
169,48,c
169,50,c
169,51,c
167,54,c
164,57,c
163,58,c
163,57,c
167,49,c
168,47,c
169,45,c
170,42,c
171,38,c
172,36,c
173,35,c
174,34,c
175,29,c
175,28,c
176,25,c
176,25,c
176,21,c
177,18,c
177,17,c
178,14,c
178,13,c
178,9,c
178,9,c
179,7,c
179,6,c
179,6,c
179,5,c
180,3,c
183,3,c
184,3,c
184,3,c
185,3,c
186,2,c
187,2,c
188,2,c
189,2,c
189,2,c
190,2,c
191,2,c
192,2,c
192,2,c
194,2,c
195,2,c
196,2,c
197,2,c
198,2,c
198,2,c
199,3,c
201,3,c
200,4,c
200,6,c
200,8,c
200,9,c
200,12,c
199,14,c
199,15,c
198,16,c
198,17,c
198,19,c
198,22,c
198,24,c
199,26,c
199,27,c
199,28,c
199,29,c
199,29,c
199,31,c
199,32,c
199,34,c
199,35,c
199,36,c
199,37,c
199,41,c
199,42,c
199,44,c
199,44,c
199,45,c
199,48,c
198,49,c
198,50,c
198,51,c
198,51,c
198,51,c
198,52,c
198,52,c
197,53,c
197,52,c
195,54,c
195,55,c
194,56,c
194,58,c
194,58,c
192,59,c
191,59,c
191,60,c
189,61,c
188,61,c
187,62,c
187,63,c
185,64,c
182,66,c
182,67,c
181,68,c
181,69,c
180,69,c
180,69,c
178,70,c
177,70,c
177,72,c
177,72,c
179,74,c
181,76,c
181,77,c
181,79,c
183,82,c
184,85,c
184,86,c
185,86,c
186,87,c
186,88,c
187,89,c
188,91,c
188,92,c
188,93,c
189,94,c
190,95,c
191,97,c
192,98,c
194,99,c
195,99,c
196,100,c
202,101,c
205,102,c
205,102,c
208,102,c
210,102,c
212,102,c
216,102,c
216,102,c
219,102,c
222,102,c
226,102,c
229,102,c
231,102,c
233,102,c
235,102,c
236,102,c
236,102,c
237,102,c
241,102,c
241,102,c
242,102,c
243,103,c
244,103,c
245,104,c
246,105,c
247,106,c
247,106,c
247,107,c
247,107,c
248,108,c
248,109,c
248,110,c
248,110,c
248,111,c
248,115,c
248,116,c
248,117,c
247,120,c
247,121,c
247,122,c
247,123,c
247,128,c
247,128,c
247,129,c
247,130,c
247,132,c
247,133,c
248,135,c
248,136,c
248,139,c
248,140,c
248,141,c
248,141,c
248,143,c
248,144,c
248,145,c
248,147,c
248,149,c
248,149,c
248,150,c
248,151,c
248,151,c
248,152,c
248,157,c
249,158,c
249,159,c
250,160,c
251,164,c
251,167,c
252,168,c
252,169,c
252,169,c
252,170,c
252,171,c
252,174,c
252,175,c
252,177,c
252,179,c
252,180,c
252,180,c
253,184,c
254,189,c
254,190,c
254,190,c
253,190,c
251,192,c
251,193,c
251,194,c
250,196,c
250,197,c
250,197,c
250,198,c
249,198,c
249,198,c
248,198,c
246,199,c
245,199,c
243,199,c
242,199,c
241,199,c
241,199,c
240,199,c
240,198,c
239,198,c
237,195,c
236,195,c
237,195,c
238,195,c
238,196,c
239,196,c
239,196,c
241,196,c
241,197,c
242,197,c
243,197,c
244,198,c
247,199,c
248,199,c
249,199,c
250,198,c
250,198,c
249,200,c
248,201,c
248,201,c
248,202,c
248,202,c
248,203,c
248,203,c
248,206,c
248,208,c
248,209,c
248,210,c
249,212,c
249,212,c
249,213,c
249,213,c
249,215,c
249,217,c
249,220,c
249,220,c
249,222,c
249,223,c
249,224,c
249,224,c
249,226,c
249,227,c
249,229,c
249,230,c
249,230,c
249,231,c
249,231,c
248,233,c
247,232,c
245,231,c
242,230,c
240,228,c
234,227,c
233,227,c
228,223,c
227,223,c
227,223,c
224,222,c
221,221,c
220,221,c
219,221,c
219,221,c
219,220,c
217,220,c
216,219,c
215,218,c
214,216,c
212,215,c
211,215,c
208,213,c
207,212,c
206,211,c
206,211,c
201,210,c
200,210,c
195,208,c
192,207,c
192,207,c
192,207,c
190,206,c
187,204,c
187,204,c
187,204,c
184,202,c
183,202,c
180,202,c
178,200,c
178,199,c
178,199,c
178,198,c
178,197,c
179,197,c
180,195,c
181,193,c
181,193,c
182,193,c
184,189,c
189,186,c
188,186,c
187,186,c
186,186,c
185,186,c
184,188,c
182,188,c
181,188,c
179,188,c
179,188,c
178,188,c
178,188,c
177,189,c
176,190,c
173,192,c
174,192,c
176,191,c
177,190,c
178,189,c
180,187,c
183,184,c
183,184,c
182,184,c
180,185,c
179,186,c
177,186,c
177,186,c
176,186,c
175,187,c
173,187,c
171,188,c
170,188,c
170,188,c
169,188,c
167,189,c
166,190,c
164,190,c
162,190,c
162,190,c
161,190,c
161,190,c
160,190,c
160,190,c
159,190,c
157,190,c
157,189,c
156,188,c
154,187,c
154,187,c
154,187,c
154,187,c
153,187,c
152,184,c
152,183,c
152,182,c
153,180,c
154,178,c
155,177,c
155,176,c
155,174,c
155,173,c
156,172,c
157,171,c
157,169,c
157,169,c
158,168,c
158,168,c
160,164,c
161,161,c
162,160,c
162,160,c
163,158,c
163,157,c
164,155,c
165,154,c
165,154,c
165,153,c
166,152,c
166,153,c
164,153,c
163,154,c
163,155,c
163,155,c
163,156,c
162,158,c
161,160,c
160,161,c
160,162,c
159,163,c
159,165,c
157,168,c
157,168,c
157,169,c
157,170,c
157,170,c
156,173,c
156,174,c
154,177,c
154,178,c
153,179,c
153,180,c
152,181,c
150,184,c
149,186,c
148,186,c
148,186,c
146,186,c
145,186,c
144,186,c
143,186,c
142,186,c
142,185,c
141,183,c
139,182,c
137,181,c
137,180,c
137,180,c
137,178,c
137,178,c
137,177,c
137,173,c
138,172,c
138,170,c
138,169,c
138,168,c
139,165,c
141,161,c
142,159,c
143,159,c
144,158,c
145,155,c
146,154,c
148,154,c
149,152,c
150,152,c
153,151,c
154,151,c
156,149,c
156,149,c
156,149,c
158,149,c
158,149,c
159,149,c
159,146,c
158,147,c
155,147,c
153,147,c
153,148,c
152,148,c
152,149,c
151,150,c
150,150,c
147,151,c
145,153,c
144,154,c
143,155,c
142,158,c
140,162,c
137,166,c
136,167,c
135,165,c
135,164,c
135,164,c
135,170,c
134,170,c
132,168,c
132,162,c
135,162,c
135,170,c
130,171,c
125,164,c
130,160,c
129,165,c
125,165,c
118,164,c
121,159,c
128,162,c
127,167,c
127,167,c
123,159,c
131,157,c
136,162,c
132,168,c
120,169,c
116,164,c
120,157,c
124,155,c
130,156,c
131,164,c
129,167,c
120,168,c
115,161,c
115,157,c
117,154,c
121,153,c
123,152,c
126,152,c
130,152,c
132,153,c
132,154,c
133,155,c
134,155,c
137,155,c
140,157,c
141,158,c
143,155,c
143,154,c
144,154,c
144,153,c
144,152,c
143,151,c
141,149,c
138,146,c
136,145,c
134,144,c
131,143,c
128,140,c
127,140,c
123,138,c
121,136,c
115,132,c
112,129,c
109,127,c
105,124,c
102,123,c
97,120,c
95,119,c
92,117,c
86,115,c
82,113,c
80,113,c
74,110,c
71,108,c
68,106,c
66,105,c
63,104,c
57,103,c
45,98,c
43,97,c
36,95,c
32,94,c
25,92,c
23,92,c
22,91,c
18,90,c
14,88,c
14,87,c
13,86,c
10,86,c
9,85,c
9,85,c
7,84,c
5,83,c
4,83,c
137,165,b
137,166,b
137,169,b
137,170,b
137,174,b
137,177,b
138,177,b
139,178,b
141,181,b
141,181,b
143,183,b
146,185,b
146,185,b
151,187,b
154,188,b
156,188,b
159,188,b
161,189,b
164,189,b
165,189,b
170,190,b
174,190,b
176,191,b
177,192,b
181,193,b
186,194,b
191,195,b
194,195,b
196,195,b
197,195,b
200,196,b
200,196,b
205,197,b
209,198,b
212,200,b
218,200,b
218,200,b
219,201,b
220,201,b
221,201,b
222,201,b
223,201,b
224,201,b
225,200,b
225,199,b
226,197,b
226,196,b
226,194,b
227,191,b
228,190,b
229,190,b
230,189,b
232,188,b
233,188,b
233,188,b
234,188,b
235,187,b
237,187,b
238,187,b
238,187,b
239,187,b
240,189,b
240,189,b
240,191,b
240,192,b
241,194,b
241,195,b
241,197,b
241,198,b
241,199,b
240,200,b
240,201,b
240,201,b
240,202,b
242,204,b
242,205,b
243,205,b
243,206,b
245,207,b
246,207,b
247,207,b
248,207,b
248,208,b
246,208,b
246,208,b
245,208,b
244,207,b
242,206,b
241,206,b
241,206,b
241,205,b
239,204,b
238,204,b
237,207,b
237,207,b
237,208,b
237,208,b
236,208,b
235,208,b
233,208,b
232,208,b
231,208,b
230,208,b
228,207,b
227,207,b
225,205,b
224,205,b
223,205,b
223,205,b
223,204,b
224,203,b
224,203,b
224,202,b
224,202,b
226,205,b
226,205,b
228,204,b
228,204,b
229,204,b
229,204,b
235,203,b
234,203,b
231,202,b
230,201,b
230,200,b
230,200,b
235,198,b
236,198,b
235,198,b
230,198,b
230,197,b
230,197,b
235,195,b
238,194,b
237,194,b
231,192,b
230,192,b
233,190,b
236,188,b
236,188,b
231,191,b
230,192,b
231,192,b
236,192,b
239,194,b
239,197,b
238,201,b
237,202,b
236,203,b
235,205,b
233,205,b
232,205,b
231,206,b
230,206,b
229,205,b
228,205,b
226,205,b
226,205,b
225,204,b
225,203,b
222,202,b
222,201,b
220,201,b
220,201,b
219,201,b
215,199,b
211,198,b
211,198,b
210,198,b
210,198,b
208,198,b
204,197,b
199,195,b
196,195,b
195,195,b
195,195,b
192,195,b
192,195,b
184,193,b
181,192,b
179,192,b
176,191,b
173,191,b
173,191,b
165,190,b
158,189,b
158,189,b
157,188,b
153,187,b
151,187,b
150,187,b
148,184,b
146,183,b
144,181,b
143,181,b
142,179,b
140,177,b
139,176,b
139,175,b
139,173,b
139,173,b
138,171,b
136,168,b
136,167,b
3,81,c
9,84,c
11,85,c
15,86,c
21,88,c
24,89,c
28,91,c
33,93,c
37,94,c
38,94,c
43,95,c
45,95,c
51,98,c
51,98,c
57,101,c
63,104,c
68,105,c
71,106,c
73,107,c
78,110,c
83,112,c
83,112,c
87,114,c
92,116,c
93,116,c
96,118,c
97,118,c
101,120,c
103,121,c
106,123,c
110,125,c
112,127,c
114,129,c
116,129,c
117,130,c
122,132,c
123,134,c
123,134,c
126,137,c
127,138,c
127,139,c
134,142,c
137,145,c
141,147,c
144,149,c
146,150,c
146,151,c
144,152,c
139,154,c
137,152,c
138,152,c
138,157,c
135,157,c
134,150,c
136,150,c
138,159,c
123,148,c
133,142,c
138,161,c
131,148,c
140,164,c
128,164,c
127,153,c
127,163,c
117,136,c
137,161,c
122,157,c
120,145,c
122,163,c
119,146,c
119,159,c
117,139,c
126,149,c
113,156,c
116,142,c
118,164,c
111,142,c
122,143,c
129,144,c
138,147,c
140,148,c
143,151,c
143,150,c
132,143,c
129,140,c
123,136,c
119,132,c
119,132,c
114,129,c
107,126,c
103,123,c
94,119,c
90,116,c
84,113,c
77,109,c
64,105,c
58,103,c
47,100,c
41,97,c
37,94,c
28,93,c
14,87,c
7,83,c
6,82,c
2,82,c
3,82,c
7,84,c
9,85,c
16,90,c
22,93,c
27,95,c
38,97,c
46,98,c
54,100,c
60,102,c
72,105,c
77,107,c
85,113,c
90,116,c
94,118,c
98,119,c
106,126,c
111,130,c
111,130,c
113,136,c
112,136,c
112,137,c
111,144,c
108,141,c
103,129,c
103,129,c
109,135,c
112,141,c
112,145,c
111,145,c
106,142,c
103,137,c
102,134,c
102,133,c
104,133,c
115,140,c
120,147,c
114,148,c
106,148,c
99,146,c
96,142,c
96,141,c
103,142,c
112,151,c
113,158,c
111,163,c
97,161,c
92,153,c
92,152,c
95,150,c
104,153,c
108,162,c
107,164,c
91,162,c
84,156,c
83,152,c
99,147,c
108,148,c
116,154,c
120,165,c
120,166,c
117,166,c
108,165,c
107,163,c
107,161,c
112,161,c
123,165,c
131,171,c
131,172,c
130,172,c
117,168,c
116,161,c
115,157,c
117,150,c
119,144,c
121,135,c
121,130,c
119,128,c
117,127,c
116,125,c
114,125,c
107,123,c
101,122,c
98,121,c
95,119,c
89,116,c
88,115,c
83,112,c
78,111,c
74,107,c
70,105,c
63,101,c
57,98,c
45,92,c
44,91,c
37,89,c
33,89,c
27,88,c
10,84,c
3,82,c
0,82,c
