x,y,z
293,7,a
292,7,a
292,7,a
291,7,a
291,7,a
290,7,a
289,7,a
289,8,a
289,8,a
288,8,a
288,8,a
287,8,a
287,8,a
286,8,a
286,8,a
285,8,a
284,8,a
283,8,a
284,10,a
285,11,a
285,12,a
286,12,a
286,13,a
286,14,a
287,14,a
288,14,a
288,15,a
288,16,a
289,16,a
289,16,a
289,17,a
290,17,a
290,18,a
290,18,a
291,18,a
291,19,a
292,20,a
292,21,a
292,22,a
293,23,a
293,23,a
293,24,a
294,25,a
295,26,a
296,26,a
296,27,a
297,29,a
298,29,a
299,30,a
299,31,a
300,32,a
301,34,a
302,34,a
302,34,a
303,34,a
304,35,a
305,36,a
306,37,a
307,38,a
308,38,a
308,39,a
309,39,a
310,40,a
311,40,a
312,41,a
313,41,a
313,41,a
313,42,a
314,43,a
315,43,a
316,43,a
316,44,a
317,44,a
317,45,a
317,45,a
317,46,a
318,46,a
319,46,a
319,46,a
319,47,a
320,47,a
320,47,a
321,47,a
321,48,a
321,48,a
321,49,a
322,49,a
322,50,a
323,51,a
324,51,a
324,52,a
324,53,a
324,54,a
324,55,a
324,56,a
324,57,a
324,59,a
324,59,a
324,60,a
324,62,a
323,62,a
323,62,a
323,63,a
322,63,a
322,64,a
322,65,a
322,66,a
321,66,a
321,67,a
321,67,a
321,68,a
321,69,a
320,69,a
320,70,a
319,71,a
319,72,a
319,73,a
318,73,a
318,74,a
317,77,a
317,77,a
317,78,a
316,78,a
315,78,a
315,78,a
314,78,a
314,79,a
314,79,a
313,79,a
312,79,a
311,79,a
311,80,a
310,80,a
310,80,a
309,80,a
308,80,a
307,80,a
307,80,a
307,81,a
306,81,a
305,81,a
304,81,a
304,81,a
303,81,a
303,81,a
302,81,a
302,82,a
301,82,a
301,82,a
300,82,a
299,82,a
299,82,a
299,82,a
298,82,a
297,82,a
297,83,a
295,83,a
294,83,a
294,83,a
294,84,a
293,84,a
293,85,a
292,85,a
291,85,a
290,85,a
290,86,a
289,86,a
289,87,a
289,87,a
289,88,a
288,88,a
288,89,a
287,89,a
286,89,a
286,90,a
286,91,a
285,91,a
285,91,a
285,92,a
285,92,a
284,92,a
284,93,a
284,93,a
283,94,a
283,95,a
283,96,a
282,96,a
282,97,a
282,98,a
282,99,a
282,100,a
281,100,a
281,100,a
281,101,a
280,101,a
280,102,a
279,102,a
279,103,a
279,104,a
279,105,a
279,105,a
279,106,a
279,107,a
279,108,a
278,109,a
278,110,a
278,112,a
277,113,a
277,114,a
276,116,a
276,116,a
275,117,a
275,118,a
275,119,a
275,119,a
274,119,a
274,120,a
274,121,a
274,121,a
273,122,a
273,123,a
273,124,a
272,124,a
272,125,a
272,126,a
272,126,a
272,126,a
272,127,a
272,128,a
272,129,a
272,130,a
272,131,a
272,132,a
272,133,a
272,133,a
271,133,a
271,134,a
271,135,a
271,136,a
271,136,a
271,137,a
271,137,a
271,138,a
271,139,a
271,140,a
271,140,a
271,141,a
271,142,a
271,144,a
271,145,a
271,146,a
271,147,a
271,148,a
270,149,a
270,150,a
270,150,a
270,151,a
270,151,a
270,152,a
270,153,a
270,154,a
270,154,a
270,155,a
270,156,a
270,156,a
270,157,a
270,158,a
270,159,a
271,159,a
271,160,a
271,160,a
271,161,a
272,161,a
272,162,a
272,163,a
272,163,a
272,164,a
272,165,a
272,166,a
272,167,a
272,167,a
273,168,a
273,169,a
274,169,a
274,170,a
274,171,a
274,171,a
275,172,a
275,173,a
275,174,a
275,175,a
276,176,a
276,177,a
276,178,a
276,178,a
276,179,a
277,179,a
277,179,a
277,180,a
278,182,a
280,182,a
281,182,a
282,182,a
282,182,a
283,182,a
283,182,a
284,182,a
285,182,a
285,182,a
286,182,a
287,182,a
287,182,a
287,183,a
288,183,a
288,183,a
289,183,a
290,183,a
290,183,a
291,183,a
292,183,a
292,183,a
293,183,a
294,183,a
294,183,a
295,183,a
296,183,a
297,183,a
298,183,a
299,183,a
300,183,a
301,183,a
302,183,a
302,183,a
303,183,a
304,183,a
305,183,a
305,183,a
306,183,a
307,183,a
307,182,a
307,182,a
307,182,a
307,181,a
308,180,a
308,179,a
309,178,a
309,178,a
309,177,a
310,176,a
310,175,a
311,175,a
311,174,a
311,173,a
311,173,a
311,172,a
311,171,a
310,170,a
310,169,a
310,168,a
310,168,a
310,168,a
309,168,a
309,167,a
308,167,a
308,166,a
307,165,a
306,164,a
305,163,a
305,162,a
305,162,a
305,161,a
304,161,a
304,160,a
304,159,a
303,159,a
303,158,a
302,158,a
302,158,a
302,157,a
301,156,a
301,155,a
300,154,a
300,153,a
300,152,a
300,151,a
300,150,a
300,150,a
299,150,a
299,149,a
299,148,a
298,147,a
298,146,a
297,144,a
296,142,a
295,140,a
295,139,a
294,136,a
293,133,a
293,132,a
293,131,a
293,130,a
293,129,a
293,128,a
293,128,a
293,126,a
293,126,a
293,125,a
293,124,a
293,123,a
293,122,a
293,122,a
293,121,a
293,121,a
293,118,a
293,117,a
293,116,a
293,116,a
293,115,a
292,113,a
292,112,a
292,111,a
291,109,a
290,109,a
290,107,a
290,107,a
290,109,a
291,110,a
292,111,a
292,112,a
292,113,a
293,113,a
293,113,a
293,114,a
294,115,a
294,116,a
294,117,a
295,117,a
295,117,a
295,118,a
295,119,a
295,120,a
295,121,a
295,122,a
295,122,a
295,123,a
295,124,a
295,125,a
295,125,a
295,126,a
295,126,a
295,127,a
295,127,a
295,128,a
295,130,a
295,130,a
295,131,a
295,133,a
295,133,a
296,133,a
297,133,a
298,132,a
298,132,a
299,132,a
299,131,a
300,131,a
300,130,a
301,130,a
302,130,a
302,130,a
303,130,a
303,130,a
303,130,a
304,130,a
305,130,a
306,129,a
307,129,a
308,129,a
309,129,a
310,129,a
311,129,a
312,128,a
313,128,a
313,128,a
314,128,a
315,128,a
315,128,a
314,128,a
314,128,a
313,128,a
313,128,a
311,128,a
310,128,a
310,128,a
309,128,a
307,129,a
307,129,a
306,129,a
305,129,a
305,130,a
305,130,a
304,130,a
304,130,a
304,131,a
303,131,a
302,131,a
301,131,a
301,131,a
300,131,a
300,131,a
299,131,a
299,132,a
298,132,a
298,133,a
298,133,a
297,133,a
297,133,a
297,134,a
296,134,a
296,135,a
296,135,a
296,136,a
297,136,a
297,137,a
298,137,a
298,138,a
298,139,a
299,139,a
299,140,a
299,140,a
299,140,a
299,141,a
299,141,a
299,142,a
299,142,a
299,143,a
299,143,a
299,144,a
299,144,a
299,145,a
299,146,a
299,146,a
299,147,a
300,148,a
300,149,a
300,150,a
300,150,a
301,151,a
301,152,a
302,153,a
302,154,a
302,155,a
302,156,a
303,156,a
303,156,a
303,157,a
304,157,a
304,158,a
304,159,a
304,160,a
304,160,a
304,161,a
305,162,a
305,163,a
305,164,a
305,164,a
305,165,a
306,166,a
306,167,a
306,168,a
307,168,a
307,169,a
307,169,a
307,170,a
307,171,a
308,171,a
308,171,a
308,172,a
308,173,a
308,174,a
309,174,a
309,174,a
309,175,a
309,176,a
310,176,a
310,177,a
310,178,a
310,179,a
310,179,a
309,180,a
309,180,a
308,180,a
308,180,a
308,180,a
307,180,a
306,180,a
306,180,a
305,180,a
304,181,a
304,181,a
303,181,a
302,181,a
300,182,a
298,182,a
296,183,a
295,183,a
294,183,a
294,183,a
293,183,a
292,183,a
292,183,a
291,183,a
291,183,a
289,183,a
287,183,a
285,183,a
284,183,a
283,183,a
283,183,a
282,183,a
282,183,a
281,183,a
281,183,a
280,183,a
279,183,a
277,183,a
276,183,a
276,183,a
275,183,a
274,183,a
276,183,a
276,183,a
276,184,a
276,184,a
276,184,a
276,185,a
276,186,a
277,186,a
277,187,a
277,188,a
278,189,a
278,190,a
278,190,a
279,191,a
279,192,a
280,195,a
281,196,a
281,197,a
281,197,a
281,199,a
281,201,a
282,202,a
283,202,a
283,202,a
284,202,a
285,202,a
285,202,a
286,202,a
286,202,a
287,202,a
287,202,a
288,202,a
288,202,a
289,202,a
291,201,a
293,200,a
294,200,a
294,200,a
295,199,a
296,198,a
297,198,a
298,198,a
298,198,a
300,197,a
302,197,a
302,196,a
303,196,a
303,196,a
305,196,a
305,196,a
305,195,a
306,195,a
307,194,a
306,194,a
304,195,a
303,196,a
303,196,a
302,196,a
302,196,a
301,196,a
301,196,a
300,196,a
300,197,a
299,197,a
299,197,a
299,198,a
297,198,a
296,198,a
296,198,a
295,199,a
294,199,a
292,199,a
291,199,a
291,199,a
289,199,a
288,199,a
287,199,a
286,199,a
286,199,a
285,199,a
285,199,a
285,199,a
284,199,a
284,199,a
282,201,a
282,202,a
282,203,a
282,204,a
282,204,a
282,205,a
282,206,a
282,206,a
282,207,a
282,209,a
282,210,a
282,211,a
281,212,a
281,213,a
281,214,a
281,215,a
281,217,a
281,218,a
281,219,a
281,221,a
281,222,a
281,222,a
282,223,a
282,224,a
283,224,a
283,225,a
284,227,a
284,228,a
284,228,a
286,229,a
286,230,a
287,231,a
288,232,a
289,232,a
291,233,a
291,234,a
292,235,a
293,236,a
294,237,a
295,237,a
296,237,a
296,237,a
296,238,a
297,238,a
299,238,a
300,239,a
300,239,a
300,240,a
301,240,a
303,240,a
304,241,a
304,242,a
307,242,a
309,242,a
309,242,a
310,243,a
311,243,a
312,243,a
313,243,a
314,243,a
315,243,a
316,243,a
316,243,a
318,243,a
320,243,a
321,243,a
322,243,a
323,243,a
324,244,a
325,244,a
326,244,a
326,244,a
327,244,a
326,243,a
327,243,a
327,243,a
328,244,a
329,244,a
330,244,a
330,244,a
331,244,a
331,244,a
333,244,a
333,244,a
334,244,a
337,244,a
338,244,a
339,244,a
341,244,a
343,244,a
344,244,a
344,244,a
347,243,a
348,243,a
348,242,a
350,242,a
351,242,a
352,241,a
353,241,a
353,241,a
354,241,a
355,241,a
356,241,a
356,241,a
357,240,a
358,239,a
359,238,a
360,238,a
360,238,a
361,237,a
362,236,a
363,236,a
363,236,a
364,235,a
366,233,a
367,232,a
367,231,a
367,229,a
367,228,a
368,228,a
368,226,a
369,224,a
369,222,a
371,219,a
371,217,a
371,215,a
371,214,a
372,212,a
372,210,a
372,208,a
372,207,a
372,206,a
372,204,a
372,203,a
372,201,a
372,200,a
373,199,a
373,198,a
373,197,a
373,196,a
373,196,a
373,195,a
373,195,a
373,194,a
374,193,a
374,191,a
374,190,a
371,189,a
370,189,a
368,189,a
367,189,a
366,189,a
365,189,a
365,189,a
364,189,a
362,189,a
361,189,a
360,189,a
358,190,a
356,190,a
355,190,a
354,190,a
353,190,a
351,190,a
350,190,a
349,190,a
348,190,a
346,190,a
347,189,a
348,189,a
349,189,a
349,189,a
351,189,a
352,189,a
353,189,a
354,189,a
354,189,a
355,189,a
356,189,a
356,189,a
357,189,a
358,190,a
359,190,a
360,190,a
364,191,a
365,191,a
365,191,a
367,191,a
368,191,a
368,192,a
370,192,a
371,192,a
372,192,a
372,192,a
372,190,a
373,188,a
373,186,a
373,185,a
374,184,a
374,183,a
375,183,a
375,181,a
375,179,a
375,176,a
374,175,a
374,174,a
373,174,a
372,174,a
372,173,a
371,173,a
371,173,a
370,171,a
369,170,a
368,170,a
368,169,a
367,169,a
366,169,a
366,169,a
365,169,a
364,169,a
364,169,a
363,169,a
362,169,a
361,170,a
360,171,a
360,171,a
359,171,a
358,172,a
357,172,a
356,172,a
355,173,a
354,173,a
353,173,a
352,173,a
351,173,a
350,173,a
347,172,a
348,172,a
348,172,a
349,172,a
349,173,a
350,173,a
352,174,a
354,174,a
355,174,a
356,174,a
356,174,a
357,174,a
357,174,a
358,174,a
360,173,a
361,172,a
362,172,a
362,172,a
363,171,a
364,171,a
364,170,a
365,169,a
366,169,a
367,170,a
367,169,a
368,167,a
368,167,a
368,166,a
369,166,a
369,166,a
369,165,a
369,163,a
369,163,a
369,160,a
369,159,a
369,159,a
369,157,a
369,156,a
369,155,a
369,155,a
369,154,a
369,152,a
369,151,a
369,150,a
369,149,a
369,148,a
369,147,a
369,144,a
369,143,a
368,142,a
368,141,a
368,139,a
368,139,a
368,138,a
367,135,a
367,134,a
367,134,a
367,132,a
367,130,a
367,130,a
367,129,a
367,127,a
367,126,a
367,124,a
367,123,a
367,122,a
367,121,a
367,120,a
367,119,a
367,117,a
367,116,a
367,116,a
367,115,a
366,113,a
366,112,a
366,112,a
364,111,a
364,110,a
364,109,a
363,107,a
363,107,a
362,106,a
361,105,a
360,104,a
360,103,a
359,103,a
358,103,a
358,101,a
357,99,a
356,99,a
356,98,a
355,96,a
354,95,a
353,95,a
352,93,a
352,92,a
352,92,a
352,92,a
350,91,a
350,89,a
349,88,a
349,88,a
349,88,a
347,87,a
345,86,a
344,84,a
343,84,a
343,83,a
341,81,a
339,80,a
339,79,a
337,77,a
336,76,a
335,75,a
335,75,a
333,74,a
331,73,a
330,71,a
328,68,a
327,68,a
326,67,a
322,66,a
322,65,a
323,64,a
323,62,a
324,59,a
324,58,a
324,57,a
325,57,a
325,55,a
325,54,a
326,53,a
327,53,a
327,53,a
328,53,a
328,53,a
330,54,a
331,54,a
332,55,a
333,55,a
335,56,a
335,57,a
337,57,a
339,58,a
341,58,a
341,58,a
341,58,a
342,58,a
342,59,a
344,60,a
345,60,a
345,60,a
346,61,a
347,61,a
347,61,a
348,61,a
349,61,a
350,61,a
352,61,a
353,61,a
353,61,a
354,61,a
354,61,a
354,60,a
355,60,a
356,60,a
356,60,a
357,60,a
357,60,a
358,60,a
359,59,a
360,59,a
360,59,a
360,59,a
361,58,a
362,58,a
362,58,a
363,58,a
364,58,a
365,58,a
367,59,a
367,60,a
368,60,a
368,61,a
369,62,a
369,63,a
370,63,a
371,63,a
371,63,a
371,63,a
372,64,a
373,65,a
374,65,a
375,66,a
375,66,a
376,66,a
377,66,a
378,66,a
379,66,a
379,66,a
382,66,a
382,66,a
383,66,a
386,66,a
386,66,a
387,66,a
387,66,a
387,66,a
388,66,a
389,66,a
390,66,a
391,66,a
391,67,a
393,67,a
395,69,a
399,72,a
400,74,a
401,76,a
402,78,a
404,80,a
406,83,a
407,85,a
409,88,a
409,90,a
410,92,a
411,94,a
412,96,a
412,97,a
413,98,a
414,102,a
415,104,a
416,107,a
417,111,a
418,115,a
418,118,a
418,118,a
419,123,a
420,127,a
420,129,a
420,133,a
422,139,a
423,142,a
423,142,a
424,143,a
425,147,a
426,150,a
427,152,a
427,153,a
428,155,a
428,156,a
429,159,a
429,161,a
429,161,a
429,163,a
429,166,a
429,166,a
428,168,a
427,171,a
427,174,a
426,176,a
425,178,a
424,183,a
423,186,a
422,186,a
422,188,a
421,191,a
421,194,a
419,196,a
419,198,a
418,200,a
418,201,a
417,204,a
415,207,a
412,215,a
411,218,a
411,219,a
410,222,a
408,226,a
408,227,a
406,229,a
405,230,a
404,233,a
403,235,a
402,237,a
401,239,a
400,240,a
398,244,a
397,246,a
397,247,a
397,248,a
395,251,a
393,254,a
391,257,a
390,258,a
388,259,a
385,262,a
384,262,a
382,263,a
379,265,a
374,266,a
373,267,a
368,268,a
364,269,a
360,270,a
358,270,a
352,270,a
349,271,a
347,271,a
341,271,a
339,271,a
337,271,a
332,271,a
331,270,a
327,270,a
324,270,a
322,270,a
321,269,a
320,268,a
317,266,a
316,266,a
314,264,a
311,262,a
309,261,a
308,261,a
306,260,a
305,259,a
304,258,a
303,257,a
301,255,a
301,254,a
300,254,a
300,252,a
298,251,a
298,250,a
298,249,a
298,247,a
297,246,a
297,245,a
296,245,a
294,242,a
293,241,a
293,240,a
292,239,a
292,238,a
291,238,a
290,236,a
290,235,a
290,234,a
291,237,a
294,240,a
296,244,a
298,246,a
298,247,a
301,249,a
301,250,a
303,253,a
303,254,a
303,255,a
305,257,a
306,257,a
307,258,a
309,260,a
310,260,a
312,261,a
313,262,a
317,264,a
319,265,a
320,265,a
324,267,a
325,267,a
326,267,a
328,268,a
329,268,a
333,269,a
335,269,a
338,269,a
340,269,a
341,269,a
342,269,a
349,269,a
351,269,a
352,269,a
353,269,a
353,269,a
356,269,a
358,269,a
358,269,a
359,269,a
363,269,a
363,268,a
366,267,a
367,267,a
368,267,a
369,266,a
372,265,a
375,264,a
379,264,a
382,263,a
386,262,a
387,262,a
388,262,a
389,261,a
390,260,a
391,258,a
393,256,a
394,254,a
396,251,a
397,250,a
397,249,a
398,248,a
398,246,a
398,245,a
398,243,a
400,240,a
401,240,a
402,238,a
403,236,a
403,235,a
405,232,a
406,229,a
406,228,a
407,226,a
408,223,a
409,222,a
410,220,a
410,218,a
411,216,a
412,212,a
412,211,a
413,210,a
413,209,a
413,208,a
414,205,a
414,203,a
415,200,a
416,197,a
416,193,a
417,192,a
417,192,a
418,189,a
418,189,a
419,188,a
419,187,a
420,186,a
420,185,a
421,183,a
421,182,a
422,180,a
422,180,a
423,178,a
425,175,a
426,171,a
427,169,a
428,168,a
428,167,a
429,166,a
429,165,a
429,162,a
429,160,a
430,157,a
430,156,a
430,155,a
430,152,a
430,151,a
430,151,a
429,149,a
428,148,a
428,146,a
427,144,a
426,142,a
426,141,a
426,139,a
425,137,a
424,135,a
423,130,a
422,127,a
422,125,a
422,124,a
421,122,a
421,118,a
420,117,a
419,115,a
419,113,a
418,111,a
417,108,a
417,106,a
417,106,a
417,104,a
416,100,a
414,96,a
414,95,a
412,93,a
411,91,a
411,89,a
410,85,a
409,84,a
408,82,a
407,80,a
406,77,a
405,75,a
404,73,a
403,73,a
402,72,a
398,68,a
398,67,a
397,66,a
398,68,a
395,68,a
392,69,a
389,69,a
387,69,a
386,69,a
385,69,a
385,69,a
383,69,a
382,69,a
379,69,a
379,68,a
378,68,a
376,67,a
375,67,a
373,67,a
373,66,a
372,66,a
371,65,a
370,64,a
367,62,a
366,62,a
366,61,a
365,61,a
363,58,a
361,56,a
358,58,a
356,60,a
355,60,a
353,61,a
351,62,a
348,63,a
340,61,a
339,61,a
338,59,a
333,57,a
331,56,a
330,56,a
330,56,a
330,56,a
327,55,a
324,54,a
322,53,a
320,51,a
353,349,b
353,344,b
352,340,b
352,338,b
352,337,b
351,335,b
351,332,b
351,329,b
351,325,b
351,320,b
352,318,b
353,316,b
355,312,b
357,309,b
358,307,b
360,303,b
363,299,b
365,297,b
368,294,b
370,291,b
372,289,b
374,287,b
375,285,b
378,282,b
380,280,b
384,276,b
387,274,b
390,271,b
394,266,b
397,262,b
398,261,b
399,259,b
400,258,b
402,257,b
404,254,b
406,249,b
408,248,b
409,247,b
410,245,b
411,243,b
413,241,b
414,239,b
415,237,b
417,233,b
419,229,b
420,224,b
421,220,b
423,215,b
424,212,b
426,208,b
427,205,b
429,201,b
430,199,b
431,196,b
433,189,b
433,186,b
434,182,b
435,180,b
435,176,b
436,174,b
436,172,b
436,170,b
437,165,b
437,163,b
437,159,b
437,157,b
437,151,b
437,149,b
437,147,b
436,146,b
436,141,b
435,136,b
434,132,b
434,130,b
433,125,b
432,123,b
432,121,b
432,120,b
431,115,b
431,112,b
430,110,b
430,105,b
429,100,b
429,90,b
428,84,b
428,81,b
428,77,b
428,71,b
428,67,b
428,66,b
428,63,b
429,58,b
430,55,b
431,50,b
432,48,b
433,46,b
433,45,b
433,42,b
434,39,b
435,34,b
435,32,b
435,30,b
436,27,b
436,26,b
437,22,b
438,18,b
438,18,b
440,16,b
446,19,b
449,20,b
455,23,b
459,24,b
462,26,b
465,28,b
469,30,b
472,33,b
474,35,b
476,39,b
478,42,b
479,44,b
481,48,b
483,55,b
484,55,b
485,59,b
487,63,b
488,66,b
491,73,b
493,77,b
494,80,b
497,85,b
498,87,b
500,96,b
500,98,b
501,104,b
502,109,b
502,115,b
503,119,b
503,124,b
503,129,b
503,135,b
503,136,b
503,139,b
504,143,b
504,148,b
504,152,b
504,155,b
504,160,b
504,164,b
502,169,b
502,170,b
502,174,b
501,178,b
501,183,b
500,188,b
500,190,b
498,193,b
497,196,b
497,197,b
496,201,b
494,206,b
492,208,b
491,209,b
490,211,b
489,214,b
489,215,b
488,216,b
487,218,b
486,220,b
484,222,b
484,223,b
483,223,b
483,225,b
483,226,b
483,228,b
483,231,b
484,233,b
485,235,b
486,237,b
487,240,b
489,247,b
489,247,b
489,248,b
489,249,b
489,251,b
487,255,b
486,255,b
485,256,b
483,258,b
482,258,b
480,260,b
478,262,b
476,264,b
475,267,b
473,269,b
472,271,b
467,276,b
467,277,b
465,278,b
462,280,b
460,282,b
457,284,b
457,285,b
456,285,b
456,285,b
454,285,b
453,286,b
450,286,b
441,286,b
440,286,b
437,286,b
433,286,b
432,286,b
426,286,b
418,286,b
415,285,b
414,285,b
410,285,b
409,285,b
408,285,b
408,285,b
407,285,b
406,286,b
406,287,b
404,288,b
402,290,b
399,292,b
396,295,b
393,297,b
391,299,b
388,302,b
386,303,b
384,306,b
383,308,b
381,310,b
379,312,b
377,316,b
375,322,b
374,326,b
372,329,b
372,332,b
371,333,b
369,336,b
367,339,b
365,343,b
364,345,b
364,347,b
364,348,b
363,348,b
361,350,b
359,352,b
359,352,b
358,352,b
357,352,b
356,352,b
356,352,b
172,162,c
169,163,c
168,163,c
167,164,c
166,166,c
165,167,c
164,169,c
163,170,c
162,171,c
161,171,c
161,172,c
160,172,c
159,172,c
159,171,c
156,168,c
153,165,c
149,161,c
143,159,c
138,156,c
136,155,c
133,153,c
131,152,c
127,149,c
125,149,c
125,149,c
124,148,c
121,147,c
117,144,c
113,141,c
108,138,c
103,136,c
102,136,c
99,135,c
96,134,c
91,132,c
88,130,c
85,129,c
85,129,c
81,127,c
79,126,c
76,124,c
75,124,c
74,124,c
73,123,c
69,122,c
67,121,c
66,119,c
63,119,c
61,117,c
58,115,c
56,114,c
52,113,c
47,110,c
44,109,c
40,107,c
38,106,c
35,104,c
32,104,c
29,103,c
25,102,c
23,101,c
20,100,c
16,99,c
13,98,c
12,98,c
11,97,c
9,97,c
8,97,c
8,97,c
8,97,c
6,96,c
4,97,c
3,86,c
2,84,c
1,74,c
1,71,c
1,63,c
1,60,c
1,59,c
1,57,c
1,51,c
1,47,c
2,45,c
3,45,c
3,41,c
3,36,c
4,33,c
4,30,c
4,23,c
4,20,c
